Rank,Full Journal Title,Abbreviated Title,ISSN,Total Cites,Journal Impact Factor
3671,Asia-Pacific Education Researcher,Asia-Pacific Education Researcher,22437908,43,1.122
3671,Asia-Pacific Education Researcher,Asia-Pacific Education Researcher, 01195646,43,1.122
3672,Clinical eHealth,Clinical eHealth,25889141,6,1.122
3673,Endocrinology and Metabolism,Endocrinology and Metabolism,2093596X,47,1.122
3673,Endocrinology and Metabolism,Endocrinology and Metabolism, 20935978,47,1.122
3674,Health Expectations,Health Expectations,13696513,92,1.122
3674,Health Expectations,Health Expectations, 13697625,92,1.122
3675,Interfaces and Free Boundaries,Interfaces and Free Boundaries,14639971,41,1.122
3675,Interfaces and Free Boundaries,Interfaces and Free Boundaries, 14639963,41,1.122
3676,Proceedings of the Custom Integrated Circuits Conference,Proceedings of the Custom Integrated Circuits Conference,8865930,58,1.122
3677,World Wide Web,World Wide Web,15731413,58,1.122
3677,World Wide Web,World Wide Web, 1386145X,58,1.122
3678,International Psychogeriatrics,International Psychogeriatrics,1741203X,119,1.121
3678,International Psychogeriatrics,International Psychogeriatrics, 10416102,119,1.121
3679,npj Materials Degradation,npj Materials Degradation,23972106,39,1.121
3680,Science and Education,Science and Education,9267220,58,1.121
3681,CIRP Journal of Manufacturing Science and Technology,CIRP Journal of Manufacturing Science and Technology,17555817,64,1.120
3681,CIRP Journal of Manufacturing Science and Technology,CIRP Journal of Manufacturing Science and Technology, 18780016,64,1.120
3682,Surgical Endoscopy and Other Interventional Techniques,Surgical Endoscopy and Other Interventional Techniques,14322218,172,1.120
3682,Surgical Endoscopy and Other Interventional Techniques,Surgical Endoscopy and Other Interventional Techniques, 09302794,172,1.120
3683,Wear,Wear,431648,190,1.120
3684,APL Bioengineering,APL Bioengineering,24732877,34,1.119
3685,IEEE Open Journal of Intelligent Transportation Systems,IEEE Open Journal of Intelligent Transportation Systems,26877813,12,1.119
3686,Cellular and Molecular Neurobiology,Cellular and Molecular Neurobiology,02724340,104,1.118
3686,Cellular and Molecular Neurobiology,Cellular and Molecular Neurobiology, 15736830,104,1.118
3687,CMAJ open,CMAJ open,22910026,32,1.118
3688,Journalism Practice,Journalism Practice,17512786,63,1.118
3688,Journalism Practice,Journalism Practice, 17512794,63,1.118
3689,Linguistics and Philosophy,Linguistics and Philosophy,1650157,60,1.118
3690,Infection Control and Hospital Epidemiology,Infection Control and Hospital Epidemiology,15596834,152,1.117
3690,Infection Control and Hospital Epidemiology,Infection Control and Hospital Epidemiology, 0899823X,152,1.117
3691,Journal of Rail Transport Planning and Management,Journal of Rail Transport Planning and Management,22109706,33,1.117
3692,Marine Structures,Marine Structures,9518339,82,1.117
3693,Non-coding RNA,Non-coding RNA,2311553X,38,1.117
3694,Tectonophysics,Tectonophysics,401951,202,1.117
3695,Carbon Resources Conversion,Carbon Resources Conversion,25889133,26,1.116
3696,Antibodies,Antibodies,20734468,42,1.115
3697,Hippocampus,Hippocampus,10981063,171,1.115
3697,Hippocampus,Hippocampus, 10509631,171,1.115
3698,International Journal of Multimedia Information Retrieval,International Journal of Multimedia Information Retrieval,21926611,29,1.115
3698,International Journal of Multimedia Information Retrieval,International Journal of Multimedia Information Retrieval, 2192662X,29,1.115
3699,Journal of Complexity,Journal of Complexity,0885064X,55,1.115
3699,Journal of Complexity,Journal of Complexity, 10902708,55,1.115
3700,Journal of Sports Sciences,Journal of Sports Sciences,1466447X,163,1.115
3700,Journal of Sports Sciences,Journal of Sports Sciences, 02640414,163,1.115
3701,Advances in Biological Regulation,Advances in Biological Regulation,22124934,69,1.114
3701,Advances in Biological Regulation,Advances in Biological Regulation, 22124926,69,1.114
3702,BMJ Health and Care Informatics,BMJ Health and Care Informatics,26321009,43,1.114
3703,Clinical and Experimental Immunology,Clinical and Experimental Immunology,00099104,156,1.114
3703,Clinical and Experimental Immunology,Clinical and Experimental Immunology, 13652249,156,1.114
3704,Entomologia Generalis,Entomologia Generalis,1718177,33,1.114
3705,Journal of Agricultural and Food Chemistry,Journal of Agricultural and Food Chemistry,15205118,345,1.114
3705,Journal of Agricultural and Food Chemistry,Journal of Agricultural and Food Chemistry, 00218561,345,1.114
3706,Physics and Imaging in Radiation Oncology,Physics and Imaging in Radiation Oncology,24056316,27,1.114
3707,Technometrics,Technometrics,15372723,90,1.114
3707,Technometrics,Technometrics, 00401706,90,1.114
3708,Biotechnology for Biofuels,Biotechnology for Biofuels,17546834,129,1.113
3709,Insurance: Mathematics and Economics,Insurance: Mathematics and Economics,1676687,86,1.113
3710,International Journal of Automation and Computing,International Journal of Automation and Computing,14768186,50,1.113
3711,Journal of Cell Communication and Signaling,Journal of Cell Communication and Signaling,1873961X,56,1.113
3711,Journal of Cell Communication and Signaling,Journal of Cell Communication and Signaling, 18739601,56,1.113
3712,Annals of Mathematics Studies,Annals of Mathematics Studies,662313,25,1.112
3713,International Journal of Geomechanics,International Journal of Geomechanics,15323641,85,1.112
3713,International Journal of Geomechanics,International Journal of Geomechanics, 19435622,85,1.112
3714,IUBMB Life,IUBMB Life,15216543,134,1.112
3714,IUBMB Life,IUBMB Life, 15216551,134,1.112
3715,Journal of Sustainable Cement-Based Materials,Journal of Sustainable Cement-Based Materials,21650373,35,1.112
3715,Journal of Sustainable Cement-Based Materials,Journal of Sustainable Cement-Based Materials, 21650381,35,1.112
3716,Lipids in Health and Disease,Lipids in Health and Disease,1476511X,99,1.112
3717,Plant Stress,Plant Stress,2667064X,20,1.112
3718,American Mineralogist,American Mineralogist,0003004X,158,1.111
3718,American Mineralogist,American Mineralogist, 19453027,158,1.111
3719,Global Ecology and Conservation,Global Ecology and Conservation,23519894,69,1.111
3720,International Journal for Parasitology,International Journal for Parasitology,18790135,157,1.111
3720,International Journal for Parasitology,International Journal for Parasitology, 00207519,157,1.111
3721,International Political Sociology,International Political Sociology,17495687,55,1.111
3721,International Political Sociology,International Political Sociology, 17495679,55,1.111
3722,Osteoporosis International,Osteoporosis International,0937941X,192,1.111
3722,Osteoporosis International,Osteoporosis International, 14332965,192,1.111
3723,Policy and Politics,Policy and Politics,03055736,68,1.111
3723,Policy and Politics,Policy and Politics, 14708442,68,1.111
3724,Sociologia Ruralis,Sociologia Ruralis,14679523,101,1.111
3724,Sociologia Ruralis,Sociologia Ruralis, 00380199,101,1.111
3725,American Journal of Pharmaceutical Education,American Journal of Pharmaceutical Education,15536467,78,1.110
3725,American Journal of Pharmaceutical Education,American Journal of Pharmaceutical Education, 00029459,78,1.110
3726,Cognition and Emotion,Cognition and Emotion,02699931,151,1.110
3726,Cognition and Emotion,Cognition and Emotion, 14640600,151,1.110
3727,Genes Chromosomes and Cancer,Genes Chromosomes and Cancer,10982264,130,1.110
3727,Genes Chromosomes and Cancer,Genes Chromosomes and Cancer, 10452257,130,1.110
3728,International Journal of Medical Informatics,International Journal of Medical Informatics,18728243,129,1.110
3728,International Journal of Medical Informatics,International Journal of Medical Informatics, 13865056,129,1.110
3729,Journal of Micropalaeontology,Journal of Micropalaeontology,0262821X,31,1.110
3729,Journal of Micropalaeontology,Journal of Micropalaeontology, 20414978,31,1.110
3730,Stochastic Systems,Stochastic Systems,19465238,8,1.110
3731,Syntax,Syntax,13680005,33,1.110
3731,Syntax,Syntax, 14679612,33,1.110
3732,Clinical and Translational Science,Clinical and Translational Science,17528062,60,1.109
3732,Clinical and Translational Science,Clinical and Translational Science, 17528054,60,1.109
3733,International Journal of Health Geographics,International Journal of Health Geographics,1476072X,89,1.109
3734,Journal of Educational Change,Journal of Educational Change,13892843,48,1.109
3735,Non-coding RNA Research,Non-coding RNA Research,24680540,30,1.109
3736,Reviews in the Neurosciences,Reviews in the Neurosciences,21910200,88,1.108
3736,Reviews in the Neurosciences,Reviews in the Neurosciences, 03341763,88,1.108
3737,Biomass and Bioenergy,Biomass and Bioenergy,09619534,207,1.107
3737,Biomass and Bioenergy,Biomass and Bioenergy, 18732909,207,1.107
3738,International Journal of Gynecological Cancer,International Journal of Gynecological Cancer,15251438,101,1.107
3738,International Journal of Gynecological Cancer,International Journal of Gynecological Cancer, 1048891X,101,1.107
3739,Journal of Information Technology and Politics,Journal of Information Technology and Politics,19331681,50,1.107
3739,Journal of Information Technology and Politics,Journal of Information Technology and Politics, 1933169X,50,1.107
3740,Acta Astronautica,Acta Astronautica,945765,105,1.106
3741,Critical Care Clinics,Critical Care Clinics,07490704,87,1.106
3741,Critical Care Clinics,Critical Care Clinics, 15578232,87,1.106
3742,European Transport Research Review,European Transport Research Review,18668887,43,1.106
3742,European Transport Research Review,European Transport Research Review, 18670717,43,1.106
3743,Pharmacoepidemiology and Drug Safety,Pharmacoepidemiology and Drug Safety,10991557,109,1.106
3743,Pharmacoepidemiology and Drug Safety,Pharmacoepidemiology and Drug Safety, 10538569,109,1.106
3744,Clinical Diabetes,Clinical Diabetes,8918929,48,1.105
3745,Frontiers of Computer Science,Frontiers of Computer Science,20952228,47,1.105
3745,Frontiers of Computer Science,Frontiers of Computer Science, 20952236,47,1.105
3746,Journal of Pragmatics,Journal of Pragmatics,3782166,120,1.105
3747,Malaria Journal,Malaria Journal,14752875,120,1.105
3748,Water Security,Water Security,24683124,24,1.105
3749,Bulletin of the Seismological Society of America,Bulletin of the Seismological Society of America,00371106,170,1.104
3749,Bulletin of the Seismological Society of America,Bulletin of the Seismological Society of America, 19433573,170,1.104
3750,Discrete and Continuous Dynamical Systems,Discrete and Continuous Dynamical Systems,15535231,76,1.104
3750,Discrete and Continuous Dynamical Systems,Discrete and Continuous Dynamical Systems, 10780947,76,1.104
3751,Expert Opinion on Biological Therapy,Expert Opinion on Biological Therapy,14712598,102,1.104
3751,Expert Opinion on Biological Therapy,Expert Opinion on Biological Therapy, 17447682,102,1.104
3752,IEEE Transactions on Quantum Engineering,IEEE Transactions on Quantum Engineering,26891808,16,1.104
3753,Journal of Computational Physics: X,Journal of Computational Physics: X,25900552,16,1.104
3754,Journal of Hepato-Biliary-Pancreatic Surgery,Journal of Hepato-Biliary-Pancreatic Surgery,09441166,84,1.104
3754,Journal of Hepato-Biliary-Pancreatic Surgery,Journal of Hepato-Biliary-Pancreatic Surgery, 14360691,84,1.104
3755,Neurocritical Care,Neurocritical Care,15560961,93,1.104
3755,Neurocritical Care,Neurocritical Care, 15416933,93,1.104
3756,Wellcome Open Research,Wellcome Open Research,2398502X,45,1.104
3757,Ain Shams Engineering Journal,Ain Shams Engineering Journal,20904479,76,1.103
3757,Ain Shams Engineering Journal,Ain Shams Engineering Journal, 20904495,76,1.103
3758,Applied Mathematics Letters,Applied Mathematics Letters,18735452,110,1.103
3758,Applied Mathematics Letters,Applied Mathematics Letters, 08939659,110,1.103
3759,BMC Plant Biology,BMC Plant Biology,14712229,150,1.103
3760,Conservation Science and Practice,Conservation Science and Practice,25784854,29,1.103
3761,Journal of Alloys and Compounds,Journal of Alloys and Compounds,9258388,216,1.103
3762,Policy Design and Practice,Policy Design and Practice,25741292,22,1.103
3763,British Educational Research Journal,British Educational Research Journal,14693518,103,1.102
3763,British Educational Research Journal,British Educational Research Journal, 01411926,103,1.102
3764,IEEE Transactions on Medical Robotics and Bionics,IEEE Transactions on Medical Robotics and Bionics,25763202,23,1.102
3765,Journal of Nursing Scholarship,Journal of Nursing Scholarship,15475069,94,1.102
3765,Journal of Nursing Scholarship,Journal of Nursing Scholarship, 15276546,94,1.102
3766,Journal of Studies on Alcohol and Drugs,Journal of Studies on Alcohol and Drugs,19371888,137,1.102
3766,Journal of Studies on Alcohol and Drugs,Journal of Studies on Alcohol and Drugs, 19384114,137,1.102
3767,Minerva Urology and Nephrology,Minerva Urology and Nephrology,27246442,37,1.102
3767,Minerva Urology and Nephrology,Minerva Urology and Nephrology, 27246051,37,1.102
3768,MRS Bulletin,MRS Bulletin,08837694,174,1.102
3768,MRS Bulletin,MRS Bulletin, 19381425,174,1.102
3769,Ore Geology Reviews,Ore Geology Reviews,1691368,127,1.102
3770,ZDM - International Journal on Mathematics Education,ZDM - International Journal on Mathematics Education,18639704,66,1.102
3770,ZDM - International Journal on Mathematics Education,ZDM - International Journal on Mathematics Education, 18639690,66,1.102
3771,Ecological Informatics,Ecological Informatics,15749541,77,1.101
3772,Frontiers in Global Women's Health,Frontiers in Global Women's Health,26735059,16,1.101
3773,Journal of Chemical Physics,Journal of Chemical Physics,10897690,395,1.101
3773,Journal of Chemical Physics,Journal of Chemical Physics, 00219606,395,1.101
3774,Journal of Financial Markets,Journal of Financial Markets,13864181,70,1.101
3775,Journal of Geographical Sciences,Journal of Geographical Sciences,18619568,77,1.101
3775,Journal of Geographical Sciences,Journal of Geographical Sciences, 1009637X,77,1.101
3776,Journal of the Royal Society Interface,Journal of the Royal Society Interface,17425689,168,1.101
3776,Journal of the Royal Society Interface,Journal of the Royal Society Interface, 17425662,168,1.101
3777,Mobilities,Mobilities,17450101,69,1.101
3777,Mobilities,Mobilities, 1745011X,69,1.101
3778,Agriculture and Human Values,Agriculture and Human Values,15728366,91,1.100
3778,Agriculture and Human Values,Agriculture and Human Values, 0889048X,91,1.100
3779,American Journal on Addictions,American Journal on Addictions,10550496,88,1.100
3779,American Journal on Addictions,American Journal on Addictions, 15210391,88,1.100
3780,Computational Brain and Behavior,Computational Brain and Behavior,2522087X,17,1.100
3781,Economic Development and Cultural Change,Economic Development and Cultural Change,00130079,83,1.100
3781,Economic Development and Cultural Change,Economic Development and Cultural Change, 15392988,83,1.100
3782,European Journal of Internal Medicine,European Journal of Internal Medicine,09536205,92,1.100
3782,European Journal of Internal Medicine,European Journal of Internal Medicine, 18790828,92,1.100
3783,Research in Transportation Business and Management,Research in Transportation Business and Management,22105395,52,1.100
3784,Aquatic Toxicology,Aquatic Toxicology,0166445X,165,1.099
3784,Aquatic Toxicology,Aquatic Toxicology, 18791514,165,1.099
3785,Columbia Law Review,Columbia Law Review,101958,80,1.099
3786,Diagnostic and interventional imaging,Diagnostic and interventional imaging,22115684,58,1.099
3787,International Journal of Oncology,International Journal of Oncology,17912423,139,1.099
3787,International Journal of Oncology,International Journal of Oncology, 10196439,139,1.099
3788,Journal of Hydrology X,Journal of Hydrology X,25899155,19,1.099
3789,Transportmetrica A: Transport Science,Transportmetrica A: Transport Science,23249943,50,1.099
3789,Transportmetrica A: Transport Science,Transportmetrica A: Transport Science, 23249935,50,1.099
3790,Biotechnology Reports,Biotechnology Reports,2215017X,65,1.098
3791,Geo-Spatial Information Science,Geo-Spatial Information Science,10095020,40,1.098
3792,Journal of Nutrition,Journal of Nutrition,15416100,299,1.098
3792,Journal of Nutrition,Journal of Nutrition, 00223166,299,1.098
3793,Online Learning Journal,Online Learning Journal,24725730,68,1.098
3794,Thrombosis Research,Thrombosis Research,00493848,128,1.098
3794,Thrombosis Research,Thrombosis Research, 18792472,128,1.098
3795,Journal of Advertising Research,Journal of Advertising Research,00218499,100,1.097
3795,Journal of Advertising Research,Journal of Advertising Research, 17401909,100,1.097
3796,Language Learning Journal,Language Learning Journal,9571736,38,1.097
3797,Mathematische Zeitschrift,Mathematische Zeitschrift,14328232,66,1.097
3797,Mathematische Zeitschrift,Mathematische Zeitschrift, 00255874,66,1.097
3798,Transfer,Transfer,10242589,32,1.097
3798,Transfer,Transfer, 19967284,32,1.097
3799,Australian Journal of Psychology,Australian Journal of Psychology,00049530,52,1.096
3799,Australian Journal of Psychology,Australian Journal of Psychology, 17429536,52,1.096
3800,Marine Life Science and Technology,Marine Life Science and Technology,26621746,24,1.096
3800,Marine Life Science and Technology,Marine Life Science and Technology, 20966490,24,1.096
3801,Progress in Organic Coatings,Progress in Organic Coatings,3009440,130,1.096
3802,Surgery,Surgery,15327361,182,1.096
3802,Surgery,Surgery, 00396060,182,1.096
3803,Visual Informatics,Visual Informatics,25432656,22,1.096
3803,Visual Informatics,Visual Informatics, 2468502X,22,1.096
3804,Administration and Society,Administration and Society,00953997,77,1.095
3804,Administration and Society,Administration and Society, 15523039,77,1.095
3805,Journal of Hospital Infection,Journal of Hospital Infection,15322939,138,1.095
3805,Journal of Hospital Infection,Journal of Hospital Infection, 01956701,138,1.095
3806,Molecular Genetics and Metabolism,Molecular Genetics and Metabolism,10967206,123,1.095
3806,Molecular Genetics and Metabolism,Molecular Genetics and Metabolism, 10967192,123,1.095
3807,Additive Manufacturing Letters,Additive Manufacturing Letters,27723690,11,1.094
3808,IEEE International Conference on Intelligent Robots and Systems,IEEE International Conference on Intelligent Robots and Systems,21530858,150,1.094
3809,Journal of Language. Identity and Education,Journal of Language. Identity and Education,15327701,33,1.094
3809,Journal of Language. Identity and Education,Journal of Language. Identity and Education, 15348458,33,1.094
3810,Journal of Neural Engineering,Journal of Neural Engineering,17412560,135,1.094
3811,International Review of Economics and Finance,International Review of Economics and Finance,10590560,78,1.093
3812,Journal of Global Health,Journal of Global Health,20472986,63,1.093
3812,Journal of Global Health,Journal of Global Health, 20472978,63,1.093
3813,Obstetrics and Gynecology Clinics of North America,Obstetrics and Gynecology Clinics of North America,08898545,73,1.093
3813,Obstetrics and Gynecology Clinics of North America,Obstetrics and Gynecology Clinics of North America, 15580474,73,1.093
3814,Palaeontology,Palaeontology,14754983,74,1.093
3814,Palaeontology,Palaeontology, 00310239,74,1.093
3815,Psychoradiology,Psychoradiology,26344416,4,1.093
3816,Ultrasonics,Ultrasonics,18749968,113,1.093
3816,Ultrasonics,Ultrasonics, 0041624X,113,1.093
3817,Basic and Applied Ecology,Basic and Applied Ecology,16180089,94,1.092
3817,Basic and Applied Ecology,Basic and Applied Ecology, 14391791,94,1.092
3818,Behavior Genetics,Behavior Genetics,00018244,103,1.092
3818,Behavior Genetics,Behavior Genetics, 15733297,103,1.092
3819,British Journal of General Practice,British Journal of General Practice,14785242,118,1.092
3819,British Journal of General Practice,British Journal of General Practice, 09601643,118,1.092
3820,Gut Pathogens,Gut Pathogens,17574749,56,1.092
3821,Journal of Guidance. Control. and Dynamics,Journal of Guidance. Control. and Dynamics,15333884,163,1.092
3821,Journal of Guidance. Control. and Dynamics,Journal of Guidance. Control. and Dynamics, 07315090,163,1.092
3822,Psychology and Health,Psychology and Health,08870446,108,1.092
3822,Psychology and Health,Psychology and Health, 14768321,108,1.092
3823,Virchows Archiv,Virchows Archiv,09456317,110,1.092
3823,Virchows Archiv,Virchows Archiv, 14322307,110,1.092
3824,Archives of Physical Medicine and Rehabilitation,Archives of Physical Medicine and Rehabilitation,1532821X,216,1.091
3824,Archives of Physical Medicine and Rehabilitation,Archives of Physical Medicine and Rehabilitation, 00039993,216,1.091
3825,Emerging Themes in Epidemiology,Emerging Themes in Epidemiology,17427622,44,1.091
3826,Human Gene Therapy,Human Gene Therapy,10430342,159,1.091
3826,Human Gene Therapy,Human Gene Therapy, 15577422,159,1.091
3827,IEEE Intelligent Transportation Systems Magazine,IEEE Intelligent Transportation Systems Magazine,19411197,58,1.091
3827,IEEE Intelligent Transportation Systems Magazine,IEEE Intelligent Transportation Systems Magazine, 19391390,58,1.091
3828,Journal of Materials Research and Technology,Journal of Materials Research and Technology,22387854,96,1.091
3829,Nurse Education Today,Nurse Education Today,15322793,101,1.091
3829,Nurse Education Today,Nurse Education Today, 02606917,101,1.091
3830,Pituitary,Pituitary,15737403,81,1.091
3830,Pituitary,Pituitary, 1386341X,81,1.091
3831,Progress in Biophysics and Molecular Biology,Progress in Biophysics and Molecular Biology,18731732,121,1.091
3831,Progress in Biophysics and Molecular Biology,Progress in Biophysics and Molecular Biology, 00796107,121,1.091
3832,Remote Sensing,Remote Sensing,20724292,193,1.091
3833,Atmospheric Science Letters,Atmospheric Science Letters,1530261X,55,1.090
3834,European Journal of Combinatorics,European Journal of Combinatorics,10959971,56,1.090
3834,European Journal of Combinatorics,European Journal of Combinatorics, 01956698,56,1.090
3835,Expert Review of Gastroenterology and Hepatology,Expert Review of Gastroenterology and Hepatology,17474132,68,1.090
3835,Expert Review of Gastroenterology and Hepatology,Expert Review of Gastroenterology and Hepatology, 17474124,68,1.090
3836,Inflammation,Inflammation,03603997,78,1.090
3836,Inflammation,Inflammation, 15732576,78,1.090
3837,New Journal of Physics,New Journal of Physics,13672630,204,1.090
3838,Nonprofit and Voluntary Sector Quarterly,Nonprofit and Voluntary Sector Quarterly,15527395,101,1.090
3838,Nonprofit and Voluntary Sector Quarterly,Nonprofit and Voluntary Sector Quarterly, 08997640,101,1.090
3839,Advances in Therapy,Advances in Therapy,0741238X,83,1.089
3839,Advances in Therapy,Advances in Therapy, 18658652,83,1.089
3840,ChemBioEng Reviews,ChemBioEng Reviews,21969744,41,1.089
3841,Genus,Genus,00166987,21,1.089
3841,Genus,Genus, 20355556,21,1.089
3842,Journal of Bridge Engineering,Journal of Bridge Engineering,10840702,95,1.089
3842,Journal of Bridge Engineering,Journal of Bridge Engineering, 19435592,95,1.089
3843,Journal of Consumer Culture,Journal of Consumer Culture,14695405,65,1.089
3843,Journal of Consumer Culture,Journal of Consumer Culture, 17412900,65,1.089
3844,Polymer Degradation and Stability,Polymer Degradation and Stability,1413910,190,1.089
3845,Asia-Pacific Psychiatry,Asia-Pacific Psychiatry,17585872,31,1.088
3845,Asia-Pacific Psychiatry,Asia-Pacific Psychiatry, 17585864,31,1.088
3846,Bulletin of Earthquake Engineering,Bulletin of Earthquake Engineering,1570761X,91,1.088
3847,Pathobiology,Pathobiology,14230291,63,1.088
3847,Pathobiology,Pathobiology, 10152008,63,1.088
3848,Benchmarking,Benchmarking,14635771,81,1.087
3849,BMC Cancer,BMC Cancer,14712407,160,1.087
3850,Electrochemistry Communications,Electrochemistry Communications,13882481,213,1.087
3851,Journal of Civil Structural Health Monitoring,Journal of Civil Structural Health Monitoring,21905479,43,1.087
3851,Journal of Civil Structural Health Monitoring,Journal of Civil Structural Health Monitoring, 21905452,43,1.087
3852,ACS Biomaterials Science and Engineering,ACS Biomaterials Science and Engineering,23739878,90,1.086
3853,Investigational New Drugs,Investigational New Drugs,01676997,97,1.086
3853,Investigational New Drugs,Investigational New Drugs, 15730646,97,1.086
3854,Journal of Aging and Health,Journal of Aging and Health,15526887,89,1.086
3854,Journal of Aging and Health,Journal of Aging and Health, 08982643,89,1.086
3855,Journal of Esthetic and Restorative Dentistry,Journal of Esthetic and Restorative Dentistry,17088240,72,1.086
3855,Journal of Esthetic and Restorative Dentistry,Journal of Esthetic and Restorative Dentistry, 14964155,72,1.086
3856,Proteins: Structure. Function and Bioinformatics,Proteins: Structure. Function and Bioinformatics,10970134,205,1.086
3856,Proteins: Structure. Function and Bioinformatics,Proteins: Structure. Function and Bioinformatics, 08873585,205,1.086
3857,Sociological Perspectives,Sociological Perspectives,07311214,70,1.086
3857,Sociological Perspectives,Sociological Perspectives, 15338673,70,1.086
3858,Bioconjugate Chemistry,Bioconjugate Chemistry,15204812,192,1.085
3858,Bioconjugate Chemistry,Bioconjugate Chemistry, 10431802,192,1.085
3859,CoDesign,CoDesign,15710882,37,1.085
3859,CoDesign,CoDesign, 17453755,37,1.085
3860,Current Nutrition Reports,Current Nutrition Reports,21613311,45,1.085
3861,EURO Journal on Transportation and Logistics,EURO Journal on Transportation and Logistics,21924384,28,1.085
3861,EURO Journal on Transportation and Logistics,EURO Journal on Transportation and Logistics, 21924376,28,1.085
3862,International Journal of Construction Management,International Journal of Construction Management,15623599,46,1.085
3863,International Journal of Methods in Psychiatric Research,International Journal of Methods in Psychiatric Research,10498931,87,1.085
3863,International Journal of Methods in Psychiatric Research,International Journal of Methods in Psychiatric Research, 15570657,87,1.085
3864,Journal of Structural Geology,Journal of Structural Geology,1918141,146,1.085
3865,Journal of Systematics and Evolution,Journal of Systematics and Evolution,17596831,59,1.085
3865,Journal of Systematics and Evolution,Journal of Systematics and Evolution, 16744918,59,1.085
3866,Atmospheric Environment: X,Atmospheric Environment: X,25901621,23,1.084
3867,Cytotherapy,Cytotherapy,14772566,105,1.084
3867,Cytotherapy,Cytotherapy, 14653249,105,1.084
3868,IEEE Sensors Journal,IEEE Sensors Journal,1530437X,159,1.084
3869,Learning Health Systems,Learning Health Systems,23796146,19,1.084
3870,Ocean and Coastal Management,Ocean and Coastal Management,9645691,107,1.084
3871,Studies in Educational Evaluation,Studies in Educational Evaluation,0191491X,57,1.084
3872,ACM Transactions on Computing Education,ACM Transactions on Computing Education,19466226,47,1.083
3873,BMJ Open Gastroenterology,BMJ Open Gastroenterology,20544774,34,1.083
3874,Geoscience Letters,Geoscience Letters,21964092,31,1.083
3875,Obesity Surgery,Obesity Surgery,09608923,159,1.083
3875,Obesity Surgery,Obesity Surgery, 17080428,159,1.083
3876,Perspectives in Plant Ecology. Evolution and Systematics,Perspectives in Plant Ecology. Evolution and Systematics,16180437,90,1.083
3876,Perspectives in Plant Ecology. Evolution and Systematics,Perspectives in Plant Ecology. Evolution and Systematics, 14338319,90,1.083
3877,Reproductive Health,Reproductive Health,17424755,76,1.083
3878,Cognitive Science,Cognitive Science,03640213,136,1.082
3878,Cognitive Science,Cognitive Science, 15516709,136,1.082
3879,Eating Disorders,Eating Disorders,1532530X,61,1.082
3879,Eating Disorders,Eating Disorders, 10640266,61,1.082
3880,Journal of Chinese Political Science,Journal of Chinese Political Science,10806954,29,1.082
3880,Journal of Chinese Political Science,Journal of Chinese Political Science, 15557898,29,1.082
3881,Journal of Clinical Anesthesia,Journal of Clinical Anesthesia,18734529,81,1.082
3881,Journal of Clinical Anesthesia,Journal of Clinical Anesthesia, 09528180,81,1.082
3882,Journal of Experimental Child Psychology,Journal of Experimental Child Psychology,00220965,136,1.082
3882,Journal of Experimental Child Psychology,Journal of Experimental Child Psychology, 10960457,136,1.082
3883,Meitan Xuebao/Journal of the China Coal Society,Meitan Xuebao/Journal of the China Coal Society,2539993,82,1.082
3884,Water Biology and Security,Water Biology and Security,27727351,8,1.082
3885,China Geology,China Geology,20965192,23,1.081
3885,China Geology,China Geology, 25899430,23,1.081
3886,Clinical Chemistry and Laboratory Medicine,Clinical Chemistry and Laboratory Medicine,14346621,121,1.081
3886,Clinical Chemistry and Laboratory Medicine,Clinical Chemistry and Laboratory Medicine, 14374331,121,1.081
3887,Health Policy and Technology,Health Policy and Technology,22118845,37,1.081
3887,Health Policy and Technology,Health Policy and Technology, 22118837,37,1.081
3888,Journal of Infection and Public Health,Journal of Infection and Public Health,18760341,65,1.081
3888,Journal of Infection and Public Health,Journal of Infection and Public Health, 1876035X,65,1.081
3889,Physical Review A,Physical Review A,24699934,296,1.081
3889,Physical Review A,Physical Review A, 24699926,296,1.081
3890,Psychosomatic Medicine,Psychosomatic Medicine,00333174,209,1.081
3890,Psychosomatic Medicine,Psychosomatic Medicine, 15347796,209,1.081
3891,European Journal of Health Economics,European Journal of Health Economics,16187598,67,1.080
3891,European Journal of Health Economics,European Journal of Health Economics, 14396637,67,1.080
3892,Poultry Science,Poultry Science,15253171,169,1.080
3892,Poultry Science,Poultry Science, 00325791,169,1.080
3893,Eurasip Journal on Information Security,Eurasip Journal on Information Security,2510523X,33,1.079
3893,Eurasip Journal on Information Security,Eurasip Journal on Information Security, 16874161,33,1.079
3894,European Urban and Regional Studies,European Urban and Regional Studies,09697764,74,1.079
3894,European Urban and Regional Studies,European Urban and Regional Studies, 14617145,74,1.079
3895,International Journal of Biochemistry and Cell Biology,International Journal of Biochemistry and Cell Biology,13572725,206,1.079
3895,International Journal of Biochemistry and Cell Biology,International Journal of Biochemistry and Cell Biology, 18785875,206,1.079
3896,Lifetime Data Analysis,Lifetime Data Analysis,15729249,53,1.079
3896,Lifetime Data Analysis,Lifetime Data Analysis, 13807870,53,1.079
3897,Scientometrics,Scientometrics,15882861,144,1.079
3897,Scientometrics,Scientometrics, 01389130,144,1.079
3898,Annals of Botany,Annals of Botany,03057364,205,1.078
3898,Annals of Botany,Annals of Botany, 10958290,205,1.078
3899,Astrobiology,Astrobiology,15578070,102,1.078
